Date,Item_Name,Day_of_Week,Local_Temperature,Is_Flu_Season,Quantity_Dispensed
2024-04-24,Amoxicillin,2,17.4,0,13
2024-04-24,Bandages,2,17.4,0,5
2024-04-24,Cough Syrup,2,17.4,0,15
2024-04-24,Flu Vaccines,2,17.4,0,1
2024-04-24,Paracetamol,2,17.4,0,32
2024-04-25,Amoxicillin,3,18.9,0,12
2024-04-25,Bandages,3,18.9,0,3
2024-04-25,Cough Syrup,3,18.9,0,14
2024-04-25,Flu Vaccines,3,18.9,0,2
2024-04-25,Paracetamol,3,18.9,0,44
2024-04-26,Amoxicillin,4,21.6,0,19
2024-04-26,Bandages,4,21.6,0,12
2024-04-26,Cough Syrup,4,21.6,0,7
2024-04-26,Flu Vaccines,4,21.6,0,4
2024-04-26,Paracetamol,4,21.6,0,30
2024-04-27,Amoxicillin,5,33.8,0,7
2024-04-27,Bandages,5,33.8,0,3
2024-04-27,Cough Syrup,5,33.8,0,9
2024-04-27,Flu Vaccines,5,33.8,0,2
2024-04-27,Paracetamol,5,33.8,0,15
2024-04-28,Amoxicillin,6,17.5,0,2
2024-04-28,Bandages,6,17.5,0,1
2024-04-28,Cough Syrup,6,17.5,0,1
2024-04-28,Flu Vaccines,6,17.5,0,0
2024-04-28,Paracetamol,6,17.5,0,3
2024-04-29,Amoxicillin,0,19.8,0,16
2024-04-29,Bandages,0,19.8,0,7
2024-04-29,Cough Syrup,0,19.8,0,13
2024-04-29,Flu Vaccines,0,19.8,0,0
2024-04-29,Paracetamol,0,19.8,0,45
2024-04-30,Amoxicillin,1,19.7,0,18
2024-04-30,Bandages,1,19.7,0,9
2024-04-30,Cough Syrup,1,19.7,0,10
2024-04-30,Flu Vaccines,1,19.7,0,2
2024-04-30,Paracetamol,1,19.7,0,18
2024-05-01,Amoxicillin,2,21.7,0,27
2024-05-01,Bandages,2,21.7,0,6
2024-05-01,Cough Syrup,2,21.7,0,7
2024-05-01,Flu Vaccines,2,21.7,0,0
2024-05-01,Paracetamol,2,21.7,0,23
2024-05-02,Amoxicillin,3,16.2,0,20
2024-05-02,Bandages,3,16.2,0,9
2024-05-02,Cough Syrup,3,16.2,0,6
2024-05-02,Flu Vaccines,3,16.2,0,0
2024-05-02,Paracetamol,3,16.2,0,44
2024-05-03,Amoxicillin,4,16.7,0,18
2024-05-03,Bandages,4,16.7,0,13
2024-05-03,Cough Syrup,4,16.7,0,16
2024-05-03,Flu Vaccines,4,16.7,0,0
2024-05-03,Paracetamol,4,16.7,0,32
2024-05-04,Amoxicillin,5,16.3,0,7
2024-05-04,Bandages,5,16.3,0,8
2024-05-04,Cough Syrup,5,16.3,0,7
2024-05-04,Flu Vaccines,5,16.3,0,1
2024-05-04,Paracetamol,5,16.3,0,19
2024-05-05,Amoxicillin,6,18.9,0,2
2024-05-05,Bandages,6,18.9,0,2
2024-05-05,Cough Syrup,6,18.9,0,1
2024-05-05,Flu Vaccines,6,18.9,0,0
2024-05-05,Paracetamol,6,18.9,0,3
2024-05-06,Amoxicillin,0,16.9,0,16
2024-05-06,Bandages,0,16.9,0,6
2024-05-06,Cough Syrup,0,16.9,0,20
2024-05-06,Flu Vaccines,0,16.9,0,4
2024-05-06,Paracetamol,0,16.9,0,29
2024-05-07,Amoxicillin,1,17.1,0,20
2024-05-07,Bandages,1,17.1,0,6
2024-05-07,Cough Syrup,1,17.1,0,12
2024-05-07,Flu Vaccines,1,17.1,0,5
2024-05-07,Paracetamol,1,17.1,0,36
2024-05-08,Amoxicillin,2,23.5,0,20
2024-05-08,Bandages,2,23.5,0,11
2024-05-08,Cough Syrup,2,23.5,0,14
2024-05-08,Flu Vaccines,2,23.5,0,3
2024-05-08,Paracetamol,2,23.5,0,38
2024-05-09,Amoxicillin,3,28.3,0,18
2024-05-09,Bandages,3,28.3,0,5
2024-05-09,Cough Syrup,3,28.3,0,14
2024-05-09,Flu Vaccines,3,28.3,0,2
2024-05-09,Paracetamol,3,28.3,0,28
2024-05-10,Amoxicillin,4,22.2,0,13
2024-05-10,Bandages,4,22.2,0,8
2024-05-10,Cough Syrup,4,22.2,0,10
2024-05-10,Flu Vaccines,4,22.2,0,4
2024-05-10,Paracetamol,4,22.2,0,30
2024-05-11,Amoxicillin,5,11.8,0,11
2024-05-11,Bandages,5,11.8,0,5
2024-05-11,Cough Syrup,5,11.8,0,5
2024-05-11,Flu Vaccines,5,11.8,0,3
2024-05-11,Paracetamol,5,11.8,0,21
2024-05-12,Amoxicillin,6,21.5,0,4
2024-05-12,Bandages,6,21.5,0,1
2024-05-12,Cough Syrup,6,21.5,0,2
2024-05-12,Flu Vaccines,6,21.5,0,0
2024-05-12,Paracetamol,6,21.5,0,5
2024-05-13,Amoxicillin,0,17.3,0,15
2024-05-13,Bandages,0,17.3,0,5
2024-05-13,Cough Syrup,0,17.3,0,10
2024-05-13,Flu Vaccines,0,17.3,0,0
2024-05-13,Paracetamol,0,17.3,0,40
2024-05-14,Amoxicillin,1,27.2,0,7
2024-05-14,Bandages,1,27.2,0,7
2024-05-14,Cough Syrup,1,27.2,0,16
2024-05-14,Flu Vaccines,1,27.2,0,2
2024-05-14,Paracetamol,1,27.2,0,24
2024-05-15,Amoxicillin,2,16.7,0,24
2024-05-15,Bandages,2,16.7,0,6
2024-05-15,Cough Syrup,2,16.7,0,11
2024-05-15,Flu Vaccines,2,16.7,0,0
2024-05-15,Paracetamol,2,16.7,0,15
2024-05-16,Amoxicillin,3,13.9,0,18
2024-05-16,Bandages,3,13.9,0,10
2024-05-16,Cough Syrup,3,13.9,0,4
2024-05-16,Flu Vaccines,3,13.9,0,0
2024-05-16,Paracetamol,3,13.9,0,32
2024-05-17,Amoxicillin,4,23.9,0,14
2024-05-17,Bandages,4,23.9,0,5
2024-05-17,Cough Syrup,4,23.9,0,3
2024-05-17,Flu Vaccines,4,23.9,0,0
2024-05-17,Paracetamol,4,23.9,0,48
2024-05-18,Amoxicillin,5,19.7,0,9
2024-05-18,Bandages,5,19.7,0,7
2024-05-18,Cough Syrup,5,19.7,0,2
2024-05-18,Flu Vaccines,5,19.7,0,1
2024-05-18,Paracetamol,5,19.7,0,16
2024-05-19,Amoxicillin,6,19.5,0,4
2024-05-19,Bandages,6,19.5,0,1
2024-05-19,Cough Syrup,6,19.5,0,2
2024-05-19,Flu Vaccines,6,19.5,0,0
2024-05-19,Paracetamol,6,19.5,0,6
2024-05-20,Amoxicillin,0,23.9,0,21
2024-05-20,Bandages,0,23.9,0,12
2024-05-20,Cough Syrup,0,23.9,0,9
2024-05-20,Flu Vaccines,0,23.9,0,3
2024-05-20,Paracetamol,0,23.9,0,31
2024-05-21,Amoxicillin,1,15.9,0,24
2024-05-21,Bandages,1,15.9,0,5
2024-05-21,Cough Syrup,1,15.9,0,10
2024-05-21,Flu Vaccines,1,15.9,0,0
2024-05-21,Paracetamol,1,15.9,0,29
2024-05-22,Amoxicillin,2,25.0,0,11
2024-05-22,Bandages,2,25.0,0,0
2024-05-22,Cough Syrup,2,25.0,0,8
2024-05-22,Flu Vaccines,2,25.0,0,0
2024-05-22,Paracetamol,2,25.0,0,25
2024-05-23,Amoxicillin,3,10.5,0,18
2024-05-23,Bandages,3,10.5,0,7
2024-05-23,Cough Syrup,3,10.5,0,6
2024-05-23,Flu Vaccines,3,10.5,0,2
2024-05-23,Paracetamol,3,10.5,0,37
2024-05-24,Amoxicillin,4,20.0,0,9
2024-05-24,Bandages,4,20.0,0,8
2024-05-24,Cough Syrup,4,20.0,0,9
2024-05-24,Flu Vaccines,4,20.0,0,3
2024-05-24,Paracetamol,4,20.0,0,45
2024-05-25,Amoxicillin,5,21.3,0,2
2024-05-25,Bandages,5,21.3,0,4
2024-05-25,Cough Syrup,5,21.3,0,3
2024-05-25,Flu Vaccines,5,21.3,0,0
2024-05-25,Paracetamol,5,21.3,0,16
2024-05-26,Amoxicillin,6,30.8,0,3
2024-05-26,Bandages,6,30.8,0,2
2024-05-26,Cough Syrup,6,30.8,0,3
2024-05-26,Flu Vaccines,6,30.8,0,0
2024-05-26,Paracetamol,6,30.8,0,4
2024-05-27,Amoxicillin,0,20.4,0,11
2024-05-27,Bandages,0,20.4,0,9
2024-05-27,Cough Syrup,0,20.4,0,13
2024-05-27,Flu Vaccines,0,20.4,0,2
2024-05-27,Paracetamol,0,20.4,0,36
2024-05-28,Amoxicillin,1,26.3,0,12
2024-05-28,Bandages,1,26.3,0,5
2024-05-28,Cough Syrup,1,26.3,0,18
2024-05-28,Flu Vaccines,1,26.3,0,2
2024-05-28,Paracetamol,1,26.3,0,43
2024-05-29,Amoxicillin,2,30.4,0,15
2024-05-29,Bandages,2,30.4,0,9
2024-05-29,Cough Syrup,2,30.4,0,8
2024-05-29,Flu Vaccines,2,30.4,0,1
2024-05-29,Paracetamol,2,30.4,0,23
2024-05-30,Amoxicillin,3,23.1,0,12
2024-05-30,Bandages,3,23.1,0,9
2024-05-30,Cough Syrup,3,23.1,0,16
2024-05-30,Flu Vaccines,3,23.1,0,6
2024-05-30,Paracetamol,3,23.1,0,29
2024-05-31,Amoxicillin,4,20.2,0,15
2024-05-31,Bandages,4,20.2,0,2
2024-05-31,Cough Syrup,4,20.2,0,8
2024-05-31,Flu Vaccines,4,20.2,0,0
2024-05-31,Paracetamol,4,20.2,0,36
2024-06-01,Amoxicillin,5,31.6,0,10
2024-06-01,Bandages,5,31.6,0,2
2024-06-01,Cough Syrup,5,31.6,0,3
2024-06-01,Flu Vaccines,5,31.6,0,3
2024-06-01,Paracetamol,5,31.6,0,15
2024-06-02,Amoxicillin,6,30.9,0,4
2024-06-02,Bandages,6,30.9,0,1
2024-06-02,Cough Syrup,6,30.9,0,2
2024-06-02,Flu Vaccines,6,30.9,0,0
2024-06-02,Paracetamol,6,30.9,0,9
2024-06-03,Amoxicillin,0,29.3,0,19
2024-06-03,Bandages,0,29.3,0,12
2024-06-03,Cough Syrup,0,29.3,0,15
2024-06-03,Flu Vaccines,0,29.3,0,0
2024-06-03,Paracetamol,0,29.3,0,36
2024-06-04,Amoxicillin,1,27.5,0,16
2024-06-04,Bandages,1,27.5,0,5
2024-06-04,Cough Syrup,1,27.5,0,7
2024-06-04,Flu Vaccines,1,27.5,0,2
2024-06-04,Paracetamol,1,27.5,0,34
2024-06-05,Amoxicillin,2,29.9,0,20
2024-06-05,Bandages,2,29.9,0,0
2024-06-05,Cough Syrup,2,29.9,0,13
2024-06-05,Flu Vaccines,2,29.9,0,1
2024-06-05,Paracetamol,2,29.9,0,35
2024-06-06,Amoxicillin,3,34.6,0,6
2024-06-06,Bandages,3,34.6,0,11
2024-06-06,Cough Syrup,3,34.6,0,4
2024-06-06,Flu Vaccines,3,34.6,0,0
2024-06-06,Paracetamol,3,34.6,0,26
2024-06-07,Amoxicillin,4,28.1,0,16
2024-06-07,Bandages,4,28.1,0,4
2024-06-07,Cough Syrup,4,28.1,0,10
2024-06-07,Flu Vaccines,4,28.1,0,2
2024-06-07,Paracetamol,4,28.1,0,29
2024-06-08,Amoxicillin,5,34.0,0,7
2024-06-08,Bandages,5,34.0,0,6
2024-06-08,Cough Syrup,5,34.0,0,9
2024-06-08,Flu Vaccines,5,34.0,0,0
2024-06-08,Paracetamol,5,34.0,0,8
2024-06-09,Amoxicillin,6,28.6,0,2
2024-06-09,Bandages,6,28.6,0,1
2024-06-09,Cough Syrup,6,28.6,0,2
2024-06-09,Flu Vaccines,6,28.6,0,1
2024-06-09,Paracetamol,6,28.6,0,5
2024-06-10,Amoxicillin,0,34.1,0,16
2024-06-10,Bandages,0,34.1,0,7
2024-06-10,Cough Syrup,0,34.1,0,9
2024-06-10,Flu Vaccines,0,34.1,0,1
2024-06-10,Paracetamol,0,34.1,0,27
2024-06-11,Amoxicillin,1,32.9,0,15
2024-06-11,Bandages,1,32.9,0,2
2024-06-11,Cough Syrup,1,32.9,0,10
2024-06-11,Flu Vaccines,1,32.9,0,1
2024-06-11,Paracetamol,1,32.9,0,37
2024-06-12,Amoxicillin,2,33.7,0,16
2024-06-12,Bandages,2,33.7,0,7
2024-06-12,Cough Syrup,2,33.7,0,18
2024-06-12,Flu Vaccines,2,33.7,0,0
2024-06-12,Paracetamol,2,33.7,0,39
2024-06-13,Amoxicillin,3,34.4,0,9
2024-06-13,Bandages,3,34.4,0,13
2024-06-13,Cough Syrup,3,34.4,0,7
2024-06-13,Flu Vaccines,3,34.4,0,0
2024-06-13,Paracetamol,3,34.4,0,36
2024-06-14,Amoxicillin,4,29.2,0,16
2024-06-14,Bandages,4,29.2,0,9
2024-06-14,Cough Syrup,4,29.2,0,10
2024-06-14,Flu Vaccines,4,29.2,0,2
2024-06-14,Paracetamol,4,29.2,0,38
2024-06-15,Amoxicillin,5,39.6,0,8
2024-06-15,Bandages,5,39.6,0,6
2024-06-15,Cough Syrup,5,39.6,0,8
2024-06-15,Flu Vaccines,5,39.6,0,2
2024-06-15,Paracetamol,5,39.6,0,19
2024-06-16,Amoxicillin,6,32.6,0,1
2024-06-16,Bandages,6,32.6,0,1
2024-06-16,Cough Syrup,6,32.6,0,2
2024-06-16,Flu Vaccines,6,32.6,0,0
2024-06-16,Paracetamol,6,32.6,0,9
2024-06-17,Amoxicillin,0,29.7,0,16
2024-06-17,Bandages,0,29.7,0,9
2024-06-17,Cough Syrup,0,29.7,0,16
2024-06-17,Flu Vaccines,0,29.7,0,2
2024-06-17,Paracetamol,0,29.7,0,33
2024-06-18,Amoxicillin,1,29.0,0,19
2024-06-18,Bandages,1,29.0,0,10
2024-06-18,Cough Syrup,1,29.0,0,12
2024-06-18,Flu Vaccines,1,29.0,0,0
2024-06-18,Paracetamol,1,29.0,0,41
2024-06-19,Amoxicillin,2,28.8,0,21
2024-06-19,Bandages,2,28.8,0,8
2024-06-19,Cough Syrup,2,28.8,0,9
2024-06-19,Flu Vaccines,2,28.8,0,2
2024-06-19,Paracetamol,2,28.8,0,28
2024-06-20,Amoxicillin,3,25.6,0,7
2024-06-20,Bandages,3,25.6,0,1
2024-06-20,Cough Syrup,3,25.6,0,6
2024-06-20,Flu Vaccines,3,25.6,0,0
2024-06-20,Paracetamol,3,25.6,0,45
2024-06-21,Amoxicillin,4,27.4,0,8
2024-06-21,Bandages,4,27.4,0,14
2024-06-21,Cough Syrup,4,27.4,0,7
2024-06-21,Flu Vaccines,4,27.4,0,4
2024-06-21,Paracetamol,4,27.4,0,46
2024-06-22,Amoxicillin,5,33.9,0,8
2024-06-22,Bandages,5,33.9,0,1
2024-06-22,Cough Syrup,5,33.9,0,2
2024-06-22,Flu Vaccines,5,33.9,0,3
2024-06-22,Paracetamol,5,33.9,0,3
2024-06-23,Amoxicillin,6,34.1,0,5
2024-06-23,Bandages,6,34.1,0,2
2024-06-23,Cough Syrup,6,34.1,0,2
2024-06-23,Flu Vaccines,6,34.1,0,0
2024-06-23,Paracetamol,6,34.1,0,8
2024-06-24,Amoxicillin,0,33.0,0,16
2024-06-24,Bandages,0,33.0,0,7
2024-06-24,Cough Syrup,0,33.0,0,6
2024-06-24,Flu Vaccines,0,33.0,0,1
2024-06-24,Paracetamol,0,33.0,0,31
2024-06-25,Amoxicillin,1,23.2,0,14
2024-06-25,Bandages,1,23.2,0,12
2024-06-25,Cough Syrup,1,23.2,0,10
2024-06-25,Flu Vaccines,1,23.2,0,0
2024-06-25,Paracetamol,1,23.2,0,20
2024-06-26,Amoxicillin,2,33.7,0,7
2024-06-26,Bandages,2,33.7,0,7
2024-06-26,Cough Syrup,2,33.7,0,6
2024-06-26,Flu Vaccines,2,33.7,0,3
2024-06-26,Paracetamol,2,33.7,0,20
2024-06-27,Amoxicillin,3,32.2,0,10
2024-06-27,Bandages,3,32.2,0,8
2024-06-27,Cough Syrup,3,32.2,0,7
2024-06-27,Flu Vaccines,3,32.2,0,0
2024-06-27,Paracetamol,3,32.2,0,31
2024-06-28,Amoxicillin,4,23.6,0,17
2024-06-28,Bandages,4,23.6,0,12
2024-06-28,Cough Syrup,4,23.6,0,10
2024-06-28,Flu Vaccines,4,23.6,0,3
2024-06-28,Paracetamol,4,23.6,0,29
2024-06-29,Amoxicillin,5,30.5,0,7
2024-06-29,Bandages,5,30.5,0,4
2024-06-29,Cough Syrup,5,30.5,0,6
2024-06-29,Flu Vaccines,5,30.5,0,1
2024-06-29,Paracetamol,5,30.5,0,18
2024-06-30,Amoxicillin,6,27.2,0,2
2024-06-30,Bandages,6,27.2,0,1
2024-06-30,Cough Syrup,6,27.2,0,1
2024-06-30,Flu Vaccines,6,27.2,0,1
2024-06-30,Paracetamol,6,27.2,0,3
2024-07-01,Amoxicillin,0,27.1,0,19
2024-07-01,Bandages,0,27.1,0,8
2024-07-01,Cough Syrup,0,27.1,0,7
2024-07-01,Flu Vaccines,0,27.1,0,4
2024-07-01,Paracetamol,0,27.1,0,27
2024-07-02,Amoxicillin,1,26.7,0,25
2024-07-02,Bandages,1,26.7,0,9
2024-07-02,Cough Syrup,1,26.7,0,12
2024-07-02,Flu Vaccines,1,26.7,0,2
2024-07-02,Paracetamol,1,26.7,0,18
2024-07-03,Amoxicillin,2,29.3,0,14
2024-07-03,Bandages,2,29.3,0,14
2024-07-03,Cough Syrup,2,29.3,0,13
2024-07-03,Flu Vaccines,2,29.3,0,1
2024-07-03,Paracetamol,2,29.3,0,30
2024-07-04,Amoxicillin,3,27.8,0,8
2024-07-04,Bandages,3,27.8,0,12
2024-07-04,Cough Syrup,3,27.8,0,6
2024-07-04,Flu Vaccines,3,27.8,0,7
2024-07-04,Paracetamol,3,27.8,0,29
2024-07-05,Amoxicillin,4,36.7,0,12
2024-07-05,Bandages,4,36.7,0,7
2024-07-05,Cough Syrup,4,36.7,0,8
2024-07-05,Flu Vaccines,4,36.7,0,5
2024-07-05,Paracetamol,4,36.7,0,35
2024-07-06,Amoxicillin,5,27.7,0,5
2024-07-06,Bandages,5,27.7,0,3
2024-07-06,Cough Syrup,5,27.7,0,6
2024-07-06,Flu Vaccines,5,27.7,0,0
2024-07-06,Paracetamol,5,27.7,0,14
2024-07-07,Amoxicillin,6,30.9,0,1
2024-07-07,Bandages,6,30.9,0,1
2024-07-07,Cough Syrup,6,30.9,0,0
2024-07-07,Flu Vaccines,6,30.9,0,0
2024-07-07,Paracetamol,6,30.9,0,6
2024-07-08,Amoxicillin,0,34.9,0,8
2024-07-08,Bandages,0,34.9,0,7
2024-07-08,Cough Syrup,0,34.9,0,7
2024-07-08,Flu Vaccines,0,34.9,0,2
2024-07-08,Paracetamol,0,34.9,0,46
2024-07-09,Amoxicillin,1,32.2,0,15
2024-07-09,Bandages,1,32.2,0,3
2024-07-09,Cough Syrup,1,32.2,0,10
2024-07-09,Flu Vaccines,1,32.2,0,0
2024-07-09,Paracetamol,1,32.2,0,35
2024-07-10,Amoxicillin,2,29.6,0,10
2024-07-10,Bandages,2,29.6,0,9
2024-07-10,Cough Syrup,2,29.6,0,14
2024-07-10,Flu Vaccines,2,29.6,0,4
2024-07-10,Paracetamol,2,29.6,0,22
2024-07-11,Amoxicillin,3,25.6,0,13
2024-07-11,Bandages,3,25.6,0,9
2024-07-11,Cough Syrup,3,25.6,0,19
2024-07-11,Flu Vaccines,3,25.6,0,2
2024-07-11,Paracetamol,3,25.6,0,42
2024-07-12,Amoxicillin,4,30.8,0,13
2024-07-12,Bandages,4,30.8,0,10
2024-07-12,Cough Syrup,4,30.8,0,12
2024-07-12,Flu Vaccines,4,30.8,0,1
2024-07-12,Paracetamol,4,30.8,0,31
2024-07-13,Amoxicillin,5,26.9,0,5
2024-07-13,Bandages,5,26.9,0,0
2024-07-13,Cough Syrup,5,26.9,0,3
2024-07-13,Flu Vaccines,5,26.9,0,1
2024-07-13,Paracetamol,5,26.9,0,6
2024-07-14,Amoxicillin,6,31.6,0,5
2024-07-14,Bandages,6,31.6,0,1
2024-07-14,Cough Syrup,6,31.6,0,2
2024-07-14,Flu Vaccines,6,31.6,0,0
2024-07-14,Paracetamol,6,31.6,0,5
2024-07-15,Amoxicillin,0,33.7,0,13
2024-07-15,Bandages,0,33.7,0,10
2024-07-15,Cough Syrup,0,33.7,0,7
2024-07-15,Flu Vaccines,0,33.7,0,2
2024-07-15,Paracetamol,0,33.7,0,32
2024-07-16,Amoxicillin,1,29.3,0,11
2024-07-16,Bandages,1,29.3,0,7
2024-07-16,Cough Syrup,1,29.3,0,10
2024-07-16,Flu Vaccines,1,29.3,0,0
2024-07-16,Paracetamol,1,29.3,0,35
2024-07-17,Amoxicillin,2,34.3,0,17
2024-07-17,Bandages,2,34.3,0,9
2024-07-17,Cough Syrup,2,34.3,0,15
2024-07-17,Flu Vaccines,2,34.3,0,3
2024-07-17,Paracetamol,2,34.3,0,29
2024-07-18,Amoxicillin,3,30.0,0,8
2024-07-18,Bandages,3,30.0,0,7
2024-07-18,Cough Syrup,3,30.0,0,7
2024-07-18,Flu Vaccines,3,30.0,0,1
2024-07-18,Paracetamol,3,30.0,0,19
2024-07-19,Amoxicillin,4,30.2,0,17
2024-07-19,Bandages,4,30.2,0,2
2024-07-19,Cough Syrup,4,30.2,0,10
2024-07-19,Flu Vaccines,4,30.2,0,2
2024-07-19,Paracetamol,4,30.2,0,29
2024-07-20,Amoxicillin,5,26.2,0,8
2024-07-20,Bandages,5,26.2,0,6
2024-07-20,Cough Syrup,5,26.2,0,9
2024-07-20,Flu Vaccines,5,26.2,0,1
2024-07-20,Paracetamol,5,26.2,0,10
2024-07-21,Amoxicillin,6,29.1,0,4
2024-07-21,Bandages,6,29.1,0,1
2024-07-21,Cough Syrup,6,29.1,0,1
2024-07-21,Flu Vaccines,6,29.1,0,0
2024-07-21,Paracetamol,6,29.1,0,6
2024-07-22,Amoxicillin,0,28.4,0,15
2024-07-22,Bandages,0,28.4,0,11
2024-07-22,Cough Syrup,0,28.4,0,11
2024-07-22,Flu Vaccines,0,28.4,0,2
2024-07-22,Paracetamol,0,28.4,0,31
2024-07-23,Amoxicillin,1,33.8,0,7
2024-07-23,Bandages,1,33.8,0,7
2024-07-23,Cough Syrup,1,33.8,0,4
2024-07-23,Flu Vaccines,1,33.8,0,3
2024-07-23,Paracetamol,1,33.8,0,4
2024-07-24,Amoxicillin,2,25.3,0,5
2024-07-24,Bandages,2,25.3,0,0
2024-07-24,Cough Syrup,2,25.3,0,7
2024-07-24,Flu Vaccines,2,25.3,0,3
2024-07-24,Paracetamol,2,25.3,0,35
2024-07-25,Amoxicillin,3,27.8,0,16
2024-07-25,Bandages,3,27.8,0,9
2024-07-25,Cough Syrup,3,27.8,0,9
2024-07-25,Flu Vaccines,3,27.8,0,2
2024-07-25,Paracetamol,3,27.8,0,15
2024-07-26,Amoxicillin,4,30.5,0,10
2024-07-26,Bandages,4,30.5,0,5
2024-07-26,Cough Syrup,4,30.5,0,9
2024-07-26,Flu Vaccines,4,30.5,0,1
2024-07-26,Paracetamol,4,30.5,0,41
2024-07-27,Amoxicillin,5,28.2,0,6
2024-07-27,Bandages,5,28.2,0,1
2024-07-27,Cough Syrup,5,28.2,0,2
2024-07-27,Flu Vaccines,5,28.2,0,3
2024-07-27,Paracetamol,5,28.2,0,16
2024-07-28,Amoxicillin,6,35.9,0,2
2024-07-28,Bandages,6,35.9,0,2
2024-07-28,Cough Syrup,6,35.9,0,1
2024-07-28,Flu Vaccines,6,35.9,0,0
2024-07-28,Paracetamol,6,35.9,0,4
2024-07-29,Amoxicillin,0,32.7,0,12
2024-07-29,Bandages,0,32.7,0,8
2024-07-29,Cough Syrup,0,32.7,0,12
2024-07-29,Flu Vaccines,0,32.7,0,0
2024-07-29,Paracetamol,0,32.7,0,51
2024-07-30,Amoxicillin,1,35.2,0,22
2024-07-30,Bandages,1,35.2,0,5
2024-07-30,Cough Syrup,1,35.2,0,11
2024-07-30,Flu Vaccines,1,35.2,0,0
2024-07-30,Paracetamol,1,35.2,0,30
2024-07-31,Amoxicillin,2,38.1,0,15
2024-07-31,Bandages,2,38.1,0,5
2024-07-31,Cough Syrup,2,38.1,0,4
2024-07-31,Flu Vaccines,2,38.1,0,2
2024-07-31,Paracetamol,2,38.1,0,26
2024-08-01,Amoxicillin,3,34.8,0,11
2024-08-01,Bandages,3,34.8,0,10
2024-08-01,Cough Syrup,3,34.8,0,14
2024-08-01,Flu Vaccines,3,34.8,0,3
2024-08-01,Paracetamol,3,34.8,0,19
2024-08-02,Amoxicillin,4,34.0,0,11
2024-08-02,Bandages,4,34.0,0,7
2024-08-02,Cough Syrup,4,34.0,0,8
2024-08-02,Flu Vaccines,4,34.0,0,5
2024-08-02,Paracetamol,4,34.0,0,15
2024-08-03,Amoxicillin,5,35.3,0,10
2024-08-03,Bandages,5,35.3,0,6
2024-08-03,Cough Syrup,5,35.3,0,4
2024-08-03,Flu Vaccines,5,35.3,0,3
2024-08-03,Paracetamol,5,35.3,0,20
2024-08-04,Amoxicillin,6,30.2,0,3
2024-08-04,Bandages,6,30.2,0,2
2024-08-04,Cough Syrup,6,30.2,0,2
2024-08-04,Flu Vaccines,6,30.2,0,0
2024-08-04,Paracetamol,6,30.2,0,9
2024-08-05,Amoxicillin,0,28.5,0,10
2024-08-05,Bandages,0,28.5,0,4
2024-08-05,Cough Syrup,0,28.5,0,18
2024-08-05,Flu Vaccines,0,28.5,0,0
2024-08-05,Paracetamol,0,28.5,0,19
2024-08-06,Amoxicillin,1,29.1,0,13
2024-08-06,Bandages,1,29.1,0,6
2024-08-06,Cough Syrup,1,29.1,0,13
2024-08-06,Flu Vaccines,1,29.1,0,3
2024-08-06,Paracetamol,1,29.1,0,33
2024-08-07,Amoxicillin,2,29.3,0,16
2024-08-07,Bandages,2,29.3,0,10
2024-08-07,Cough Syrup,2,29.3,0,11
2024-08-07,Flu Vaccines,2,29.3,0,5
2024-08-07,Paracetamol,2,29.3,0,27
2024-08-08,Amoxicillin,3,32.7,0,20
2024-08-08,Bandages,3,32.7,0,6
2024-08-08,Cough Syrup,3,32.7,0,11
2024-08-08,Flu Vaccines,3,32.7,0,0
2024-08-08,Paracetamol,3,32.7,0,31
2024-08-09,Amoxicillin,4,27.9,0,17
2024-08-09,Bandages,4,27.9,0,13
2024-08-09,Cough Syrup,4,27.9,0,11
2024-08-09,Flu Vaccines,4,27.9,0,2
2024-08-09,Paracetamol,4,27.9,0,42
2024-08-10,Amoxicillin,5,31.0,0,16
2024-08-10,Bandages,5,31.0,0,5
2024-08-10,Cough Syrup,5,31.0,0,7
2024-08-10,Flu Vaccines,5,31.0,0,0
2024-08-10,Paracetamol,5,31.0,0,21
2024-08-11,Amoxicillin,6,35.2,0,3
2024-08-11,Bandages,6,35.2,0,1
2024-08-11,Cough Syrup,6,35.2,0,1
2024-08-11,Flu Vaccines,6,35.2,0,0
2024-08-11,Paracetamol,6,35.2,0,5
2024-08-12,Amoxicillin,0,27.7,0,17
2024-08-12,Bandages,0,27.7,0,9
2024-08-12,Cough Syrup,0,27.7,0,5
2024-08-12,Flu Vaccines,0,27.7,0,2
2024-08-12,Paracetamol,0,27.7,0,46
2024-08-13,Amoxicillin,1,34.8,0,11
2024-08-13,Bandages,1,34.8,0,9
2024-08-13,Cough Syrup,1,34.8,0,6
2024-08-13,Flu Vaccines,1,34.8,0,2
2024-08-13,Paracetamol,1,34.8,0,28
2024-08-14,Amoxicillin,2,29.5,0,17
2024-08-14,Bandages,2,29.5,0,6
2024-08-14,Cough Syrup,2,29.5,0,12
2024-08-14,Flu Vaccines,2,29.5,0,1
2024-08-14,Paracetamol,2,29.5,0,21
2024-08-15,Amoxicillin,3,36.9,0,13
2024-08-15,Bandages,3,36.9,0,2
2024-08-15,Cough Syrup,3,36.9,0,4
2024-08-15,Flu Vaccines,3,36.9,0,3
2024-08-15,Paracetamol,3,36.9,0,32
2024-08-16,Amoxicillin,4,23.9,0,21
